DATE,TIME,STREET1,STREET2,ROAD_CLASS,DISTRICT,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,INVTYPE,INVAGE,INJURY,FATAL_NO,SPEEDING,REDLIGHT,ALCOHOL,HOOD_158,NEIGHBOURHOOD_158,DIVISION,row_num
2019-03-12,0:44:00,DANFORTH AVE,BYNG AVE,Major Arterial,Scarborough,Clear,Dark,Dry,Non-Fatal Injury,Driver,35 to 39,Minor,None,None,Yes,None,121,Oakridge,D41,1
2019-03-12,0:44:00,DANFORTH AVE,BYNG AVE,Major Arterial,Scarborough,Clear,Dark,Dry,Non-Fatal Injury,Driver,45 to 49,Minor,None,None,Yes,None,121,Oakridge,D41,2
2019-03-12,0:44:00,DANFORTH AVE,BYNG AVE,Major Arterial,Scarborough,Clear,Dark,Dry,Non-Fatal Injury,Passenger,35 to 39,Major,None,None,Yes,None,121,Oakridge,D41,3
2019-03-12,18:30:00,LAWSON RD,CENTENNIAL RD,Collector,Scarborough,Clear,Daylight,Dry,Non-Fatal Injury,Driver,65 to 69,None,None,None,Yes,None,133,Centennial Scarborough,D43,1
2019-03-12,18:30:00,LAWSON RD,CENTENNIAL RD,Collector,Scarborough,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,70 to 74,Major,None,None,Yes,None,133,Centennial Scarborough,D43,2
2019-03-13,5:55:00,STEELES AVE E,SEWELLS RD,Minor Arterial,Scarborough,Clear,Dark,Ice,Non-Fatal Injury,Driver,50 to 54,Minor,None,Yes,Yes,None,144,Morningside Heights,D42,1
2019-03-13,5:55:00,STEELES AVE E,SEWELLS RD,Minor Arterial,Scarborough,Clear,Dark,Ice,Non-Fatal Injury,Driver,50 to 54,Major,None,Yes,Yes,None,144,Morningside Heights,D42,2
2019-03-13,5:55:00,STEELES AVE E,SEWELLS RD,Minor Arterial,Scarborough,Clear,Dark,Ice,Non-Fatal Injury,Passenger,40 to 44,Minimal,None,Yes,Yes,None,144,Morningside Heights,D42,3
2019-03-13,5:55:00,STEELES AVE E,SEWELLS RD,Minor Arterial,Scarborough,Clear,Dark,Ice,Non-Fatal Injury,Passenger,50 to 54,Major,None,Yes,Yes,None,144,Morningside Heights,D42,4
2019-03-13,5:55:00,STEELES AVE E,SEWELLS RD,Minor Arterial,Scarborough,Clear,Dark,Ice,Non-Fatal Injury,Passenger,50 to 54,Minor,None,Yes,Yes,None,144,Morningside Heights,D42,5
2019-03-13,9:15:00,ROYAL YORK RD,KINGSGROVE BLVD,Minor Arterial,Etobicoke York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,35 to 39,Minor,None,None,Yes,None,15,Kingsway South,D22,1
2019-03-13,9:15:00,ROYAL YORK RD,KINGSGROVE BLVD,Minor Arterial,Etobicoke York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,15 to 19,None,None,None,Yes,None,15,Kingsway South,D22,2
2019-03-13,9:15:00,ROYAL YORK RD,KINGSGROVE BLVD,Minor Arterial,Etobicoke York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,70 to 74,Major,None,None,Yes,None,15,Kingsway South,D22,3
2019-03-13,16:50:00,BAY ST,RICHMOND ST W,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,55 to 59,None,None,None,None,None,170,Yonge-Bay Corridor,D52,1
2019-03-13,16:50:00,BAY ST,RICHMOND ST W,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,50 to 54,Major,None,None,None,None,170,Yonge-Bay Corridor,D52,2
2019-03-13,21:28:00,BATHURST ST,DUNDAS ST W,Major Arterial,Toronto and East York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Driver,70 to 74,None,None,None,None,None,78,Kensington-Chinatown,D14,1
2019-03-13,21:28:00,BATHURST ST,DUNDAS ST W,Major Arterial,Toronto and East York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian,60 to 64,Major,None,None,None,None,78,Kensington-Chinatown,D14,2
2019-03-15,22:46:00,MCCOWAN RD,ALTON TOWERS CRCL,Major Arterial,Scarborough,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Driver,80 to 84,None,None,None,None,None,130,Milliken,D42,1
2019-03-15,22:46:00,MCCOWAN RD,ALTON TOWERS CRCL,Major Arterial,Scarborough,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian,15 to 19,Major,None,None,None,None,130,Milliken,D42,2
2019-03-16,21:55:00,BAY ST,WELLINGTON ST W,Major Arterial,Toronto and East York,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Driver,60 to 64,None,None,None,None,None,170,Yonge-Bay Corridor,D52,1
2019-03-16,21:55:00,BAY ST,WELLINGTON ST W,Major Arterial,Toronto and East York,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian,50 to 54,Major,None,None,None,None,170,Yonge-Bay Corridor,D52,2
2019-03-17,6:30:00,KING ST E,PARLIAMENT ST,Major Arterial,Toronto and East York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Driver,20 to 24,None,None,Yes,Yes,None,73,Moss Park,D51,1
2019-03-17,6:30:00,KING ST E,PARLIAMENT ST,Major Arterial,Toronto and East York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Passenger,20 to 24,Major,None,Yes,Yes,None,73,Moss Park,D51,2
2019-03-17,6:30:00,KING ST E,PARLIAMENT ST,Major Arterial,Toronto and East York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Passenger,15 to 19,None,None,Yes,Yes,None,73,Moss Park,D51,3
2019-03-18,9:14:00,DANFORTH AVE,JONES AVE,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,30 to 34,None,None,None,Yes,None,69,Blake-Jones,D55,1
2019-03-18,9:14:00,DANFORTH AVE,JONES AVE,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,50 to 54,Major,None,None,Yes,None,69,Blake-Jones,D55,2
2019-03-18,15:45:00,LESLIE ST,FINCH AVE E,Major Arterial,North York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,50 to 54,None,None,None,None,None,47,Don Valley Village,D33,1
2019-03-18,15:45:00,LESLIE ST,FINCH AVE E,Major Arterial,North York,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,45 to 49,None,None,None,None,None,47,Don Valley Village,D33,2
2019-03-18,15:45:00,LESLIE ST,FINCH AVE E,Major Arterial,North York,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,10 to 14,Major,None,None,None,None,47,Don Valley Village,D33,3
2019-03-18,20:16:00,EDWARD ST,BAY ST,Collector,Toronto and East York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Driver,unknown,None,None,None,Yes,None,170,Yonge-Bay Corridor,D52,1
2019-03-18,20:16:00,EDWARD ST,BAY ST,Collector,Toronto and East York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Cyclist,35 to 39,Major,None,None,Yes,None,170,Yonge-Bay Corridor,D52,2
2019-03-20,12:22:00,NORTH QUEEN ST,MEDULLA AVE,Minor Arterial,Etobicoke York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 44,None,None,None,None,None,159,Etobicoke City Centre,D22,1
2019-03-20,12:22:00,NORTH QUEEN ST,MEDULLA AVE,Minor Arterial,Etobicoke York,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,30 to 34,None,None,None,None,None,159,Etobicoke City Centre,D22,2
2019-03-20,12:22:00,NORTH QUEEN ST,MEDULLA AVE,Minor Arterial,Etobicoke York,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,60 to 64,Major,None,None,None,None,159,Etobicoke City Centre,D22,3
2019-03-20,18:22:00,BLOOR ST W,AVENUE RD,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,35 to 39,None,None,None,None,None,169,Bay-Cloverhill,D52,1
2019-03-20,18:22:00,BLOOR ST W,AVENUE RD,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,50 to 54,Major,None,None,None,None,169,Bay-Cloverhill,D52,2
2019-03-20,18:22:00,BLOOR ST W,AVENUE RD,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,20 to 24,None,None,None,None,None,169,Bay-Cloverhill,D52,3
2019-03-23,3:30:00,SHEPPARD AVE W,SUNFIELD RD,Major Arterial,North York,Other,Other,None,Fatal,Driver,25 to 29,None,None,None,Yes,None,155,Downsview,D31,1
2019-03-23,3:30:00,SHEPPARD AVE W,SUNFIELD RD,Major Arterial,North York,Other,Other,None,Fatal,Driver,35 to 39,Fatal,14,None,Yes,None,155,Downsview,D31,2
2019-03-23,11:12:00,EGLINTON AVE W,MARTIN GROVE RD,Major Arterial,Etobicoke York,Clear,Daylight,Dry,Non-Fatal Injury,Truck Driver,55 to 59,None,None,None,Yes,None,10,Princess-Rosethorn,D22,1
2019-03-23,11:12:00,EGLINTON AVE W,MARTIN GROVE RD,Major Arterial,Etobicoke York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,65 to 69,Minor,None,None,Yes,None,10,Princess-Rosethorn,D22,2
2019-03-23,11:12:00,EGLINTON AVE W,MARTIN GROVE RD,Major Arterial,Etobicoke York,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,65 to 69,Major,None,None,Yes,None,10,Princess-Rosethorn,D22,3
2019-03-23,19:50:00,BREADALBANE ST,BAY ST,Local,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,60 to 64,None,None,None,None,None,169,Bay-Cloverhill,D52,1
2019-03-23,19:50:00,BREADALBANE ST,BAY ST,Local,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist,30 to 34,Major,None,None,None,None,169,Bay-Cloverhill,D52,2
2019-03-24,22:35:00,KEELE ST,WILSON AVE,Major Arterial,North York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Driver,30 to 34,None,None,None,Yes,None,155,Downsview,D31,1
2019-03-24,22:35:00,KEELE ST,WILSON AVE,Major Arterial,North York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Driver,15 to 19,Major,None,None,Yes,None,155,Downsview,D31,2
2019-03-24,22:35:00,KEELE ST,WILSON AVE,Major Arterial,North York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Passenger,15 to 19,None,None,None,Yes,None,155,Downsview,D31,3
2019-03-24,22:35:00,KEELE ST,WILSON AVE,Major Arterial,North York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Passenger,15 to 19,None,None,None,Yes,None,155,Downsview,D31,4
2019-03-24,22:35:00,KEELE ST,WILSON AVE,Major Arterial,North York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Passenger,15 to 19,None,None,None,Yes,None,155,Downsview,D31,5
2019-03-25,19:00:00,DREWRY AVE,CHELMSFORD AVE,Minor Arterial,North York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,45 to 49,None,None,None,Yes,None,36,Newtonbrook West,D32,1
2019-03-25,19:00:00,DREWRY AVE,CHELMSFORD AVE,Minor Arterial,North York,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,65 to 69,Major,None,None,Yes,None,36,Newtonbrook West,D32,2
2019-03-26,9:30:00,UNIVERSITY AVE,EDWARD ST,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,30 to 34,None,None,None,Yes,None,170,Yonge-Bay Corridor,D52,1
2019-03-26,9:30:00,UNIVERSITY AVE,EDWARD ST,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Motorcycle Driver,60 to 64,Major,None,None,Yes,None,170,Yonge-Bay Corridor,D52,2
2019-03-29,6:30:00,BLOOR  ST E,SHERBOURNE ST,Major Arterial,Toronto and East York,Other,Other,Other,Fatal,Pedestrian,60 to 64,Fatal,15,None,None,None,74,North St.James Town,D51,1
2019-03-29,6:30:00,BLOOR  ST E,SHERBOURNE ST,Major Arterial,Toronto and East York,Other,Other,Other,Fatal,Driver,50 to 54,None,None,None,None,None,74,North St.James Town,D51,2
2019-03-29,20:22:00,BAYVIEW AVE,ROSEDALE VALLEY RD,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 24,None,None,None,Yes,None,71,Cabbagetown-South St.James Town,D51,1
2019-03-29,20:22:00,BAYVIEW AVE,ROSEDALE VALLEY RD,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Motorcycle Driver,25 to 29,Major,None,None,Yes,None,71,Cabbagetown-South St.James Town,D51,2
2019-03-30,3:52:00,2747 ST CLAIR AVE E,None,Major Arterial,Toronto and East York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Driver,30 to 34,Major,None,Yes,Yes,None,54,O'Connor-Parkview,D55,1
2019-04-01,8:48:00,QUEEN ST E,CARROLL ST,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,30 to 34,None,None,None,Yes,None,70,South Riverdale,D55,1
2019-04-01,8:48:00,QUEEN ST E,CARROLL ST,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 44,Minimal,None,None,Yes,None,70,South Riverdale,D55,2
2019-04-01,8:48:00,QUEEN ST E,CARROLL ST,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,30 to 34,Major,None,None,Yes,None,70,South Riverdale,D55,3
2019-04-01,23:43:00,MCCOWAN RD,ELLESMERE RD,Major Arterial,Scarborough,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Driver,20 to 24,None,None,Yes,Yes,None,142,Woburn North,D43,1
2019-04-01,23:43:00,MCCOWAN RD,ELLESMERE RD,Major Arterial,Scarborough,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian,20 to 24,Major,None,Yes,Yes,None,142,Woburn North,D43,2
2019-04-02,0:55:00,STEELES AVE E,ASPENWOOD DR,Major Arterial,North York,Clear,Dark,Dry,Non-Fatal Injury,Driver,20 to 24,None,None,None,Yes,None,48,Hillcrest Village,D33,1
2019-04-02,0:55:00,STEELES AVE E,ASPENWOOD DR,Major Arterial,North York,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian,65 to 69,Major,None,None,Yes,None,48,Hillcrest Village,D33,2
2019-04-06,9:07:00,SCOTTFIELD DR,FINCH AVE E,Major Arterial,Scarborough,Clear,Daylight,Dry,Fatal,Pedestrian,85 to 89,Fatal,16,None,Yes,None,129,Agincourt North,D42,1
2019-04-06,9:07:00,SCOTTFIELD DR,FINCH AVE E,Major Arterial,Scarborough,Clear,Daylight,Dry,Fatal,Driver,50 to 54,None,None,None,Yes,None,129,Agincourt North,D42,2
2019-04-06,10:41:00,VICTORIA PARK AVE,FINCH AVE E,Major Arterial,North York,Clear,Daylight,Dry,Fatal,Driver,65 to 69,Minimal,None,Yes,Yes,None,147,L'Amoreaux West,D42,1
2019-04-06,10:41:00,VICTORIA PARK AVE,FINCH AVE E,Major Arterial,North York,Clear,Daylight,Dry,Fatal,Driver,55 to 59,Minor,None,Yes,Yes,None,147,L'Amoreaux West,D42,2
2019-04-06,10:41:00,VICTORIA PARK AVE,FINCH AVE E,Major Arterial,North York,Clear,Daylight,Dry,Fatal,Driver,40 to 44,Fatal,17,Yes,Yes,None,147,L'Amoreaux West,D42,3
2019-04-07,11:13:00,THE WEST MALL,CIVIC CENTRE CRT,Minor Arterial,Etobicoke York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,25 to 29,Major,None,None,None,None,13,Etobicoke West Mall,D22,1
2019-04-07,13:30:00,PORT UNION RD,CONFERENCE BLVD,Minor Arterial,Scarborough,Clear,Daylight,Dry,Non-Fatal Injury,Driver,65 to 69,None,None,None,Yes,None,133,Centennial Scarborough,D43,1
2019-04-07,13:30:00,PORT UNION RD,CONFERENCE BLVD,Minor Arterial,Scarborough,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,45 to 49,Major,None,None,Yes,None,133,Centennial Scarborough,D43,2
2019-04-09,8:53:00,JANE ST,EGLINTON AVE W,Major Arterial,Etobicoke York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 24,None,None,None,None,None,115,Mount Dennis,D12,1
2019-04-09,8:53:00,JANE ST,EGLINTON AVE W,Major Arterial,Etobicoke York,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,10 to 14,Major,None,None,None,None,115,Mount Dennis,D12,2
2019-04-09,11:32:00,ST CLAIR AVE W,YONGE ST,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 24,None,None,None,Yes,None,98,Rosedale-Moore Park,D53,1
2019-04-09,11:32:00,ST CLAIR AVE W,YONGE ST,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,45 to 49,Major,None,None,Yes,None,98,Rosedale-Moore Park,D53,2
2019-04-10,15:15:00,QUEEN ST W,SHAW ST,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,35 to 39,None,None,None,Yes,None,162,West Queen West,D14,1
2019-04-10,15:15:00,QUEEN ST W,SHAW ST,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist,unknown,Major,None,None,Yes,None,162,West Queen West,D14,2
2019-04-10,21:38:00,DANFORTH RD,TRUDELLE ST,Major Arterial,Scarborough,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Passenger,25 to 29,Major,None,Yes,Yes,None,138,Eglinton East,D43,1
2019-04-10,21:38:00,DANFORTH RD,TRUDELLE ST,Major Arterial,Scarborough,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Driver,20 to 24,None,None,Yes,Yes,None,138,Eglinton East,D43,2
2019-04-10,21:38:00,DANFORTH RD,TRUDELLE ST,Major Arterial,Scarborough,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Driver,50 to 54,Minor,None,Yes,Yes,None,138,Eglinton East,D43,3
2019-04-10,21:38:00,DANFORTH RD,TRUDELLE ST,Major Arterial,Scarborough,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Passenger,15 to 19,None,None,Yes,Yes,None,138,Eglinton East,D43,4
2019-04-11,23:55:00,ROYAL YORK RD,MEADOWVALE DR,Minor Arterial,Etobicoke York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Driver,unknown,None,None,Yes,Yes,None,16,Stonegate-Queensway,D22,1
2019-04-11,23:55:00,ROYAL YORK RD,MEADOWVALE DR,Minor Arterial,Etobicoke York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Driver,70 to 74,None,None,Yes,Yes,None,16,Stonegate-Queensway,D22,2
2019-04-11,23:55:00,ROYAL YORK RD,MEADOWVALE DR,Minor Arterial,Etobicoke York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Driver,30 to 34,Major,None,Yes,Yes,None,16,Stonegate-Queensway,D22,3
2019-04-11,23:55:00,ROYAL YORK RD,MEADOWVALE DR,Minor Arterial,Etobicoke York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Passenger,70 to 74,None,None,Yes,Yes,None,16,Stonegate-Queensway,D22,4
2019-04-12,12:28:00,15 AUSTREY CRT,None,Local,North York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,50 to 54,Major,None,None,None,None,154,Oakdale-Beverley Heights,D31,1
2019-04-14,1:51:00,COLLEGE ST,SPADINA AVE,Major Arterial,Toronto and East York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Driver,25 to 29,None,None,None,None,None,78,Kensington-Chinatown,D14,1
2019-04-14,1:51:00,COLLEGE ST,SPADINA AVE,Major Arterial,Toronto and East York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian,20 to 24,Major,None,None,None,None,78,Kensington-Chinatown,D14,2
2019-04-16,10:00:00,DON MILLS RD,KERN RD,Major Arterial,North York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,50 to 54,Minor,None,None,Yes,None,42,Banbury-Don Mills,D33,1
2019-04-16,10:00:00,DON MILLS RD,KERN RD,Major Arterial,North York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,60 to 64,None,None,None,Yes,None,42,Banbury-Don Mills,D33,2
2019-04-16,10:00:00,DON MILLS RD,KERN RD,Major Arterial,North York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 24,None,None,None,Yes,None,42,Banbury-Don Mills,D33,3
2019-04-16,10:00:00,DON MILLS RD,KERN RD,Major Arterial,North York,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,60 to 64,Minimal,None,None,Yes,None,42,Banbury-Don Mills,D33,4
2019-04-16,10:00:00,DON MILLS RD,KERN RD,Major Arterial,North York,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,55 to 59,Minimal,None,None,Yes,None,42,Banbury-Don Mills,D33,5
2019-04-16,10:00:00,DON MILLS RD,KERN RD,Major Arterial,North York,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,80 to 84,Major,None,None,Yes,None,42,Banbury-Don Mills,D33,6
2019-04-17,8:05:00,SHEPPARD AVE E,KENNEDY RD,Major Arterial,Scarborough,Clear,Daylight,Dry,Non-Fatal Injury,Driver,60 to 64,None,None,None,None,None,118,Tam O'Shanter-Sullivan,D42,1
2019-04-17,8:05:00,SHEPPARD AVE E,KENNEDY RD,Major Arterial,Scarborough,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,30 to 34,None,None,None,None,None,118,Tam O'Shanter-Sullivan,D42,2
2019-04-17,8:05:00,SHEPPARD AVE E,KENNEDY RD,Major Arterial,Scarborough,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,Over 95,Major,None,None,None,None,118,Tam O'Shanter-Sullivan,D42,3
2019-04-18,11:45:00,VICTORIA ST,LOMBARD ST,Collector,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,unknown,None,None,None,None,None,168,Downtown Yonge East,D51,1
2019-04-18,11:45:00,VICTORIA ST,LOMBARD ST,Collector,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,45 to 49,Major,None,None,None,None,168,Downtown Yonge East,D51,2
2019-04-19,21:45:00,LAKE SHORE BLVD W,JAMESON AVE,Major Arterial,Toronto and East York,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Driver,25 to 29,None,None,None,Yes,None,85,South Parkdale,D14,1
2019-04-19,21:45:00,LAKE SHORE BLVD W,JAMESON AVE,Major Arterial,Toronto and East York,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian,25 to 29,Major,None,None,Yes,None,85,South Parkdale,D14,2
2019-04-21,1:08:00,F G GARDINER XY  W,ROYAL YORK RD,Expressway,Etobicoke York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Driver,20 to 24,None,None,Yes,Yes,None,160,Mimico-Queensway,D22,1
2019-04-21,1:08:00,F G GARDINER XY  W,ROYAL YORK RD,Expressway,Etobicoke York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Driver,15 to 19,Major,None,Yes,Yes,None,160,Mimico-Queensway,D22,2
2019-04-21,1:08:00,F G GARDINER XY  W,ROYAL YORK RD,Expressway,Etobicoke York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Passenger,15 to 19,Minimal,None,Yes,Yes,None,160,Mimico-Queensway,D22,3
2019-04-21,1:08:00,F G GARDINER XY  W,ROYAL YORK RD,Expressway,Etobicoke York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Passenger,15 to 19,Major,None,Yes,Yes,None,160,Mimico-Queensway,D22,4
2019-04-23,5:52:00,DANFORTH AVE,ELDON AVE,Major Arterial,Toronto and East York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Driver,50 to 54,None,None,None,None,None,61,Taylor-Massey,D55,1
2019-04-23,5:52:00,DANFORTH AVE,ELDON AVE,Major Arterial,Toronto and East York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Motorcycle Driver,25 to 29,Major,None,None,None,None,61,Taylor-Massey,D55,2
2019-04-23,16:32:00,COMRIE TER,BRIMLEY RD,Collector,Scarborough,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 24,None,None,None,None,None,123,Cliffcrest,D43,1
2019-04-23,16:32:00,COMRIE TER,BRIMLEY RD,Collector,Scarborough,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,0 to 4,Major,None,None,None,None,123,Cliffcrest,D43,2
2019-04-24,10:05:00,UNIVERSITY AVE,DUNDAS ST W,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,60 to 64,None,None,None,None,None,170,Yonge-Bay Corridor,D52,1
2019-04-24,10:05:00,UNIVERSITY AVE,DUNDAS ST W,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,35 to 39,Major,None,None,None,None,170,Yonge-Bay Corridor,D52,2
2019-04-24,15:00:00,FINCH AVE E,WILLOWDALE AVE,Major Arterial,North York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,35 to 39,Major,None,None,Yes,None,129,Agincourt North,D42,1
2019-04-24,15:00:00,FINCH AVE E,WILLOWDALE AVE,Major Arterial,North York,Clear,Daylight,Dry,Non-Fatal Injury,Truck Driver,60 to 64,None,None,None,Yes,None,129,Agincourt North,D42,2
2019-04-27,3:09:00,EASTERN AVE,LEWIS ST,Major Arterial,Toronto and East York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Driver,25 to 29,Major,None,Yes,Yes,None,70,South Riverdale,D55,1
2019-04-30,7:25:00,STAINES RD,SOLSTICE DR,Local,Scarborough,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 44,None,None,None,None,None,144,Morningside Heights,D42,1
2019-04-30,7:25:00,STAINES RD,SOLSTICE DR,Local,Scarborough,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,15 to 19,Major,None,None,None,None,144,Morningside Heights,D42,2
2019-05-01,16:34:00,FAIRFAX CRES,WARDEN AVE,Major Arterial,Scarborough,Rain,Daylight,Wet,Non-Fatal Injury,Driver,55 to 59,None,None,None,Yes,None,120,Clairlea-Birchmount,D41,1
2019-05-01,16:34:00,FAIRFAX CRES,WARDEN AVE,Major Arterial,Scarborough,Rain,Daylight,Wet,Non-Fatal Injury,Pedestrian,15 to 19,Major,None,None,Yes,None,120,Clairlea-Birchmount,D41,2
2019-05-02,2:00:00,BROWNS LINE,HORNER AVE,Major Arterial,Etobicoke York,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Driver,30 to 34,Major,None,None,None,Yes,20,Alderwood,D22,1
